Isoform	Sample	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	NoncycloHaplotypeDifference	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes	Source_File	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	CycloFraction	NoncycloFraction	NormalizedCycloFraction	NormalizedNoncycloFraction	NormalizedFractionDifference	Avg_Cyclo_TPM	SD_Cyclo_TPM	Cyclo_TPM_Z_Score
PB.70308.51	Patient23	0	0	0	5	4	3	0	12	665	1159	0.0	10353.753235547883	31.0	3.0	5128.205128205128	4624.871531346352	6192.791052583932	5630.091678763911	VTA1	127.0	581.0	0.0	0.0206540447504302		-14.854993024651453	1.2303960165865506	1.0	1.0	1.0	1.0	1.0		Noncyclo_GOE_isoform_top_ranked_data.tsv.gz	5630.091678763911	4349.700965422429	1.0859738621883004								
PB.161551.113	Patient14	3	0	1	0	0	0	4	0	1161	1708	3445.305770887166	0.0	4.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042036	SRSF6	121.0	44.0	0.0330578512396694	0.0		-2.656258267880012	2.0225139582653666	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1593.7473141837554	3954.535401451566	0.4682113747227477
PB.161551.113	Patient16	4	0	1	0	0	0	5	0	1395	1271	3584.229390681004	0.0	3.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042036	SRSF6	93.0	54.0	0.053763440860215	0.0		-2.5992435485446026	2.032327138838658	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1593.7473141837554	3954.535401451566	0.5033415747818605
PB.161551.166	Patient1	1	0	0	0	0	0	1	0	1902	1717	525.7623554153522	0.0	3.0	16.5	0.0	0.0	284.10273841308265	27.36052969985499	SRSF6	191.0	95.0	0.0052356020942408	0.0		-3.825643211787312	2.4939111482035696	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									284.10273841308265	1344.1685430548305	0.1797837170427011
PB.161551.166	Patient19	1	0	0	0	0	0	1	0	1229	1548	813.6696501220504	0.0	2.0	16.5	0.0	0.0	284.10273841308265	27.36052969985499	SRSF6	74.0	31.0	0.0135135135135135	0.0		-3.196580297477434	2.6674346025444247	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									284.10273841308265	1344.1685430548305	0.3939735938957812
PB.161551.263	Patient28	25	19	25	34	17	30	69	81	1473	1202	46843.17718940937	67387.68718801996	1.0	1.0	0.0	0.0	1541.5311049250515	2173.7963609038698	SRSF6	299.0	165.0	0.2307692307692307	0.4909090909090909		5.630973408167303	5.1096927606888105	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1541.5311049250515	8409.33819172722	5.387064362454862
PB.161551.51	Patient11	2	0	3	1	2	0	5	3	1367	2226	3657.64447695684	1347.7088948787064	4.0	9.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	299.0	1145.0	0.0167224080267558	0.0026200873362445		-1.459273777616012	1.9835125527339716	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1473.3934869156656	2586.26385969691	0.8445584474498095
PB.161551.51	Patient12	0	2	3	0	1	3	5	4	1791	2004	2791.736460078169	1996.007984031936	5.0	5.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	223.0	348.0	0.0224215246636771	0.0114942528735632		-1.8489035700793173	1.975983091380683	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1473.3934869156656	2586.26385969691	0.5097480553732066
PB.161551.51	Patient3	2	1	0	0	1	0	3	1	1987	2019	1509.813789632612	495.2947003467063	10.0	15.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	371.0	172.0	0.0080862533692722	0.005813953488372		-2.7352571516304494	1.9588546141268128	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1473.3934869156656	2586.26385969691	0.0140822068793919
PB.161551.51	Patient7	1	0	2	0	0	0	3	0	1726	1705	1738.1228273464658	0.0	9.0	23.5	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	262.0	375.0	0.0114503816793893	0.0		-2.5322231804038706	1.9627781755929168	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1473.3934869156656	2586.26385969691	0.1023597570828772
PB.161551.51	Patient8	0	2	4	0	0	1	6	1	1359	1179	4415.0110375275935	848.1764206955047	3.0	11.0	0.0	0.0	1473.3934869156656	889.2655802983257	SRSF6	217.0	262.0	0.0276497695852534	0.0038167938931297		-1.1878392304329894	1.9887579317385924	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1473.3934869156656	2586.26385969691	1.137400400807001
PB.161551.53	Patient10	7	11	11	5	9	6	29	20	1394	2180	20803.44332855093	9174.311926605506	2.0	2.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	248.0	345.0	0.1169354838709677	0.0579710144927536		-1.5211169934296944	2.907441581840397	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									2860.460827323184	11226.109922321117	1.5983259228159996
PB.161551.53	Patient30	36	29	34	9	9	12	99	30	1658	1808	59710.49457177322	16592.920353982303	1.0	1.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	496.0	127.0	0.1995967741935483	0.2362204724409448		1.5211169934296942	3.5240579453541807	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									2860.460827323184	11226.109922321117	5.064090244779618
PB.161551.53	Patient5	6	2	1	5	3	2	9	10	1596	1993	5639.097744360902	5017.561465127948	3.0	3.0	0.0	0.0	2860.460827323184	1015.3048038106308	SRSF6	354.0	682.0	0.0254237288135593	0.0146627565982404		-3.4042166094213684	2.525764813267548	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									2860.460827323184	11226.109922321117	0.2475155629389389
PB.161551.572	Patient9	1	0	1	1	1	0	2	2	1722	1493	1161.4401858304298	1339.5847287340923	7.0	7.0	0.0	831.9467554076539	982.1561990253622	802.0300453852691	SRSF6	3.0	7.0	0.6666666666666666	0.2857142857142857		-3.229910261772152	1.9644375668832	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									982.1561990253622	2155.849193091012	0.0831616549894261
PB.161551.598	Patient20	1	1	2	0	2	0	4	2	1888	1738	2118.64406779661	1150.7479861910242	3.0	3.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	54.0	81.0	0.074074074074074	0.0246913580246913		-2.500736216290969	2.4839437209598785	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									696.8469069485643	2312.802605315432	0.6147507606487385
PB.161551.598	Patient27	1	2	8	0	0	1	11	1	917	1439	11995.637949836422	694.9270326615705	1.0	6.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	92.0	45.0	0.1195652173913043	0.0222222222222222		1.3244506567368048	3.343843037461371	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									696.8469069485643	2312.802605315432	4.885324418487011
PB.161551.598	Patient29	3	1	1	1	3	1	5	5	1044	1857	4789.272030651341	2692.5148088314486	2.0	1.0	0.0	0.0	696.8469069485643	329.5465345074112	SRSF6	61.0	35.0	0.081967213114754	0.1428571428571428		-1.3244506567368048	2.74837188675837	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									696.8469069485643	2312.802605315432	1.7694658049490697
PB.161551.604	Patient15	1	1	2	4	1	1	4	6	1376	2573	2906.9767441860463	2331.908278274388	3.0	5.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	324.0	294.0	0.0123456790123456	0.0204081632653061		-2.4774904050335085	1.9925103799460169	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1393.892593594069	2989.4704868588165	0.506137845228186
PB.161551.604	Patient18	7	6	3	1	0	1	16	2	988	1387	16194.331983805669	1441.9610670511895	1.0	9.0	0.0	645.9948320413437	1393.892593594069	1060.6167864373883	SRSF6	157.0	82.0	0.1019108280254777	0.024390243902439		1.9927083867028903	2.766634515623775	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1393.892593594069	2989.4704868588165	4.950856499594732
PB.161551.61	Patient25	8	7	7	2	0	0	22	2	1372	1946	16034.985422740525	1027.749229188078	4.0	7.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	341.0	346.0	0.064516129032258	0.0057803468208092		-1.5973173853670224	2.296393362127635	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									4137.538206592386	10521.760395008849	1.1307468303300148
PB.161551.61	Patient26	24	27	31	0	0	1	82	1	1690	1469	48520.7100591716	680.7351940095302	1.0	9.0	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	668.0	201.0	0.122754491017964	0.0049751243781094		0.9067416511367044	2.708040158448473	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									4137.538206592386	10521.760395008849	4.2182268162686
PB.161551.61	Patient31	10	7	8	0	0	0	25	0	966	1858	25879.91718426501	0.0	2.0	20.5	0.0	0.0	4137.538206592386	5096.228719210569	SRSF6	153.0	125.0	0.1633986928104575	0.0		-0.9067416511367046	2.4099183567338867	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									4137.538206592386	10521.760395008849	2.066420272028476
PB.161551.77	Patient22	1	5	1	0	0	2	7	2	1221	2106	5733.0057330057325	949.667616334283	3.0	2.0	0.0	0.0	908.8868852412488	130.2783965527929	SRSF6	58.0	43.0	0.1206896551724138	0.0465116279069767		-0.921832034602436	2.577027912174401	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									908.8868852412488	2518.098272423161	1.915778625717512
PB.59138.479	Patient23	146	167	151	187	154	182	464	523	665	1159	697744.3609022556	451251.078515962	1.0	3.0	292151.1627906977	320030.1204819277	297745.67270134075	310354.51345884235	HARS1	495.0	545.0	0.9373737373737374	0.9596330275229358		12.408726839599476	2.741170056792169	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									297745.67270134075	112937.23127964351	3.541778770992529
PB.59138.482	Patient21	1	1	1	1	0	3	3	4	1417	1328	2117.148906139732	3012.0481927710844	2.0	3.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	446.0	461.0	0.0067264573991031	0.0086767895878524		-0.8348752990878734	2.153350098672131	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									541.314056630287	884.1220461585938	1.7823725314352945
PB.59138.482	Patient24	2	2	0	2	1	1	4	4	1059	1661	3777.148253068933	2408.187838651415	1.0	5.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	475.0	805.0	0.0084210526315789	0.0049689440993788		0.8348752990878732	2.478781503840761	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									541.314056630287	884.1220461585938	3.6599406275388846
PB.59138.482	Patient4	1	1	1	1	1	2	3	4	1554	1450	1930.5019305019305	2758.620689655172	3.0	4.0	0.0	0.0	541.314056630287	756.8068499073898	HARS1	420.0	453.0	0.0071428571428571	0.0088300220750551		-0.9679561941109756	2.12741287025264	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									541.314056630287	884.1220461585938	1.5712625648319722
PB.59138.482	Patient6	0	1	1	0	0	0	2	0	1602	1714	1248.4394506866415	0.0	6.0	21.5	0.0	0.0	541.314056630287	756.8068499073898	HARS1	657.0	531.0	0.0030441400304414	0.0		-1.5963983252188176	2.004930622893644	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									541.314056630287	884.1220461585938	0.7998051820206625
PB.59138.484	Patient17	5	0	0	2	1	0	5	3	975	1227	5128.205128205128	2444.9877750611245	5.0	7.0	0.0	538.2131324004305	1615.341774683844	1397.475271755191	HARS1	401.0	543.0	0.0124688279301745	0.005524861878453		-1.037330456830499	1.992864919845214	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1615.341774683844	2806.997231800152	1.2514666255187057
PB.59138.501	Patient2	18	26	30	0	0	0	74	0	1277	1085	57948.316366483945	0.0	1.0	16.0	0.0	0.0	1869.300527951095	0.0	HARS1	145.0	71.0	0.5103448275862069	0.0		15.822504021272984	5.567764362830022	1.0	1.0	1.0	1.0	1.0	Charcot-Marie-Tooth disease, axonal, type 2W, 616625 (3), Autosomal dominant; Usher syndrome type 3B, 614504 (3), Autosomal recessive	Cyclo_GOE_isoform_top_ranked_data.tsv.gz									1869.300527951095	10407.824862945452	5.388159060803247
PB.70308.16	Patient13	178	162	176	145	161	139	516	445	2218	2495	232642.0198376916	178356.7134268537	3.0	5.0	120689.6551724138	116909.18213748118	138557.387237657	129259.77389098969	VTA1	1281.0	1283.0	0.4028103044496487	0.3468433359314107		-13.296370845592111	0.9267177436526174	1.0	1.0	1.0	1.0	1.0		Cyclo_GOE_isoform_top_ranked_data.tsv.gz									138557.387237657	73076.83064787908	1.287475548212835
